country,year,bacterium,antibiotic,n_isolates,pct_resistant
Ireland,2011,Klebsiella pneumoniae,Carbapenems,302.0,0.3
Ireland,2012,Klebsiella pneumoniae,Carbapenems,338.0,0.0
Ireland,2013,Klebsiella pneumoniae,Carbapenems,317.0,0.3
Ireland,2014,Klebsiella pneumoniae,Carbapenems,353.0,0.6
Italy,2010,Klebsiella pneumoniae,Carbapenems,731.0,15.2
Italy,2011,Klebsiella pneumoniae,Carbapenems,615.0,26.7
Italy,2012,Klebsiella pneumoniae,Carbapenems,845.0,29.1
Italy,2013,Klebsiella pneumoniae,Carbapenems,1453.0,34.3
Italy,2014,Klebsiella pneumoniae,Carbapenems,1315.0,32.9
Latvia,2010,Klebsiella pneumoniae,Carbapenems,63.0,0.0
Latvia,2011,Klebsiella pneumoniae,Carbapenems,65.0,0.0
Latvia,2012,Klebsiella pneumoniae,Carbapenems,77.0,0.0
Latvia,2013,Klebsiella pneumoniae,Carbapenems,92.0,0.0
Latvia,2014,Klebsiella pneumoniae,Carbapenems,118.0,1.7
Lithuania,2010,Klebsiella pneumoniae,Carbapenems,43.0,0.0
Lithuania,2011,Klebsiella pneumoniae,Carbapenems,19.0,0.0
Lithuania,2012,Klebsiella pneumoniae,Carbapenems,185.0,0.0
Lithuania,2013,Klebsiella pneumoniae,Carbapenems,144.0,0.0
Lithuania,2014,Klebsiella pneumoniae,Carbapenems,154.0,1.3
Luxembourg,2010,Klebsiella pneumoniae,Carbapenems,57.0,0.0
Luxembourg,2011,Klebsiella pneumoniae,Carbapenems,48.0,0.0
Luxembourg,2012,Klebsiella pneumoniae,Carbapenems,48.0,0.0
Luxembourg,2013,Klebsiella pneumoniae,Carbapenems,53.0,1.9
Luxembourg,2014,Klebsiella pneumoniae,Carbapenems,66.0,1.5
Malta,2010,Klebsiella pneumoniae,Carbapenems,57.0,0.0
Malta,2011,Klebsiella pneumoniae,Carbapenems,52.0,3.8
Malta,2012,Klebsiella pneumoniae,Carbapenems,57.0,3.5
Malta,2013,Klebsiella pneumoniae,Carbapenems,69.0,5.8
Malta,2014,Klebsiella pneumoniae,Carbapenems,101.0,9.9
Netherlands,2010,Klebsiella pneumoniae,Carbapenems,640.0,0.3
Netherlands,2011,Klebsiella pneumoniae,Carbapenems,722.0,0.3
Netherlands,2012,Klebsiella pneumoniae,Carbapenems,684.0,0.1
Netherlands,2013,Klebsiella pneumoniae,Carbapenems,646.0,0.2
Netherlands,2014,Klebsiella pneumoniae,Carbapenems,903.0,0.2
Norway,2010,Klebsiella pneumoniae,Carbapenems,448.0,0.0
Norway,2011,Klebsiella pneumoniae,Carbapenems,443.0,0.0
Norway,2012,Klebsiella pneumoniae,Carbapenems,623.0,0.5
Norway,2013,Klebsiella pneumoniae,Carbapenems,645.0,0.2
Norway,2014,Klebsiella pneumoniae,Carbapenems,746.0,0.0
Poland,2010,Klebsiella pneumoniae,Carbapenems,238.0,0.0
Poland,2011,Klebsiella pneumoniae,Carbapenems,376.0,0.5
Poland,2012,Klebsiella pneumoniae,Carbapenems,359.0,0.8
Poland,2013,Klebsiella pneumoniae,Carbapenems,370.0,0.8
Poland,2014,Klebsiella pneumoniae,Carbapenems,,
Portugal,2010,Klebsiella pneumoniae,Carbapenems,443.0,1.4
Portugal,2011,Klebsiella pneumoniae,Carbapenems,580.0,0.3
Portugal,2012,Klebsiella pneumoniae,Carbapenems,749.0,0.7
Portugal,2013,Klebsiella pneumoniae,Carbapenems,904.0,1.8
Portugal,2014,Klebsiella pneumoniae,Carbapenems,1701.0,1.8
Romania,2010,Klebsiella pneumoniae,Carbapenems,14.0,0.0
Romania,2011,Klebsiella pneumoniae,Carbapenems,10.0,0.0
Romania,2012,Klebsiella pneumoniae,Carbapenems,102.0,13.7
Romania,2013,Klebsiella pneumoniae,Carbapenems,215.0,20.5
Romania,2014,Klebsiella pneumoniae,Carbapenems,257.0,31.5
Slovakia,2010,Klebsiella pneumoniae,Carbapenems,,
Slovakia,2011,Klebsiella pneumoniae,Carbapenems,434.0,0.7
Slovakia,2012,Klebsiella pneumoniae,Carbapenems,331.0,6.3
Slovakia,2013,Klebsiella pneumoniae,Carbapenems,342.0,0.6
Slovakia,2014,Klebsiella pneumoniae,Carbapenems,456.0,2.6
Slovenia,2010,Klebsiella pneumoniae,Carbapenems,195.0,0.5
Slovenia,2011,Klebsiella pneumoniae,Carbapenems,232.0,0.0
Slovenia,2012,Klebsiella pneumoniae,Carbapenems,254.0,0.4
Slovenia,2013,Klebsiella pneumoniae,Carbapenems,245.0,0.4
Slovenia,2014,Klebsiella pneumoniae,Carbapenems,233.0,0.9
Spain,2010,Klebsiella pneumoniae,Carbapenems,1161.0,0.0
Spain,2011,Klebsiella pneumoniae,Carbapenems,1144.0,0.3
Spain,2012,Klebsiella pneumoniae,Carbapenems,1152.0,0.8
Spain,2013,Klebsiella pneumoniae,Carbapenems,1241.0,1.6
Spain,2014,Klebsiella pneumoniae,Carbapenems,1266.0,2.3
Sweden,2010,Klebsiella pneumoniae,Carbapenems,655.0,0.3
Sweden,2011,Klebsiella pneumoniae,Carbapenems,1099.0,0.0
Sweden,2012,Klebsiella pneumoniae,Carbapenems,976.0,0.0
Sweden,2013,Klebsiella pneumoniae,Carbapenems,1269.0,0.0
Sweden,2014,Klebsiella pneumoniae,Carbapenems,978.0,0.0
United Kingdom,2010,Klebsiella pneumoniae,Carbapenems,677.0,0.1
United Kingdom,2011,Klebsiella pneumoniae,Carbapenems,825.0,0.4
United Kingdom,2012,Klebsiella pneumoniae,Carbapenems,888.0,0.5
United Kingdom,2013,Klebsiella pneumoniae,Carbapenems,1051.0,0.5
United Kingdom,2014,Klebsiella pneumoniae,Carbapenems,1068.0,0.8
Austria,2010,Klebsiella pneumoniae,Combined resistance,716.0,1.8
Austria,2011,Klebsiella pneumoniae,Combined resistance,785.0,4.1
Austria,2012,Klebsiella pneumoniae,Combined resistance,828.0,4.2
Austria,2013,Klebsiella pneumoniae,Combined resistance,919.0,3.8
Austria,2014,Klebsiella pneumoniae,Combined resistance,969.0,3.4
Belgium,2010,Klebsiella pneumoniae,Combined resistance,132.0,0.8
Belgium,2011,Klebsiella pneumoniae,Combined resistance,587.0,4.9
Belgium,2012,Klebsiella pneumoniae,Combined resistance,477.0,8.2
Belgium,2013,Klebsiella pneumoniae,Combined resistance,555.0,7.0
Belgium,2014,Klebsiella pneumoniae,Combined resistance,354.0,7.9
Bulgaria,2010,Klebsiella pneumoniae,Combined resistance,126.0,43.7
Bulgaria,2011,Klebsiella pneumoniae,Combined resistance,120.0,45.8
Bulgaria,2012,Klebsiella pneumoniae,Combined resistance,127.0,36.2
Bulgaria,2013,Klebsiella pneumoniae,Combined resistance,138.0,36.2
Bulgaria,2014,Klebsiella pneumoniae,Combined resistance,151.0,41.7
Croatia,2010,Klebsiella pneumoniae,Combined resistance,278.0,35.3
Croatia,2011,Klebsiella pneumoniae,Combined resistance,292.0,30.5
Croatia,2012,Klebsiella pneumoniae,Combined resistance,331.0,30.8
Croatia,2013,Klebsiella pneumoniae,Combined resistance,373.0,29.8
Croatia,2014,Klebsiella pneumoniae,Combined resistance,330.0,30.9
Cyprus,2010,Klebsiella pneumoniae,Combined resistance,67.0,19.4
Cyprus,2011,Klebsiella pneumoniae,Combined resistance,83.0,25.3
Cyprus,2012,Klebsiella pneumoniae,Combined resistance,65.0,10.8
Cyprus,2013,Klebsiella pneumoniae,Combined resistance,68.0,8.8
Cyprus,2014,Klebsiella pneumoniae,Combined resistance,80.0,15.0
Czech Republic,2010,Klebsiella pneumoniae,Combined resistance,1244.0,35.9
Czech Republic,2011,Klebsiella pneumoniae,Combined resistance,1283.0,36.0
Czech Republic,2012,Klebsiella pneumoniae,Combined resistance,1399.0,41.8
Czech Republic,2013,Klebsiella pneumoniae,Combined resistance,1291.0,38.3
Czech Republic,2014,Klebsiella pneumoniae,Combined resistance,1382.0,38.7
Denmark,2010,Klebsiella pneumoniae,Combined resistance,557.0,5.4
Denmark,2011,Klebsiella pneumoniae,Combined resistance,633.0,4.9
Denmark,2012,Klebsiella pneumoniae,Combined resistance,577.0,3.1
Denmark,2013,Klebsiella pneumoniae,Combined resistance,519.0,3.5
Denmark,2014,Klebsiella pneumoniae,Combined resistance,925.0,3.1
Estonia,2010,Klebsiella pneumoniae,Combined resistance,63.0,15.9
Estonia,2011,Klebsiella pneumoniae,Combined resistance,42.0,19.0
Estonia,2012,Klebsiella pneumoniae,Combined resistance,86.0,10.5
Estonia,2013,Klebsiella pneumoniae,Combined resistance,89.0,9.0
Estonia,2014,Klebsiella pneumoniae,Combined resistance,132.0,11.4
Finland,2010,Klebsiella pneumoniae,Combined resistance,368.0,1.4
Finland,2011,Klebsiella pneumoniae,Combined resistance,404.0,1.2
Finland,2012,Klebsiella pneumoniae,Combined resistance,516.0,0.2
Finland,2013,Klebsiella pneumoniae,Combined resistance,510.0,0.4
Finland,2014,Klebsiella pneumoniae,Combined resistance,556.0,1.4
France,2010,Klebsiella pneumoniae,Combined resistance,1527.0,14.8
France,2011,Klebsiella pneumoniae,Combined resistance,1647.0,19.5
France,2012,Klebsiella pneumoniae,Combined resistance,1097.0,19.4
France,2013,Klebsiella pneumoniae,Combined resistance,1916.0,22.9
France,2014,Klebsiella pneumoniae,Combined resistance,2175.0,23.8
Germany,2010,Klebsiella pneumoniae,Combined resistance,478.0,7.5
Germany,2011,Klebsiella pneumoniae,Combined resistance,518.0,6.9
Germany,2012,Klebsiella pneumoniae,Combined resistance,663.0,6.2
Germany,2013,Klebsiella pneumoniae,Combined resistance,742.0,6.9
Germany,2014,Klebsiella pneumoniae,Combined resistance,979.0,5.3
Greece,2010,Klebsiella pneumoniae,Combined resistance,1668.0,57.4
Greece,2011,Klebsiella pneumoniae,Combined resistance,1630.0,64.1
Greece,2012,Klebsiella pneumoniae,Combined resistance,1427.0,59.9
Greece,2013,Klebsiella pneumoniae,Combined resistance,1166.0,55.4
Greece,2014,Klebsiella pneumoniae,Combined resistance,1063.0,56.8
Hungary,2010,Klebsiella pneumoniae,Combined resistance,502.0,37.8
Hungary,2011,Klebsiella pneumoniae,Combined resistance,417.0,46.0
Hungary,2012,Klebsiella pneumoniae,Combined resistance,485.0,37.5
Hungary,2013,Klebsiella pneumoniae,Combined resistance,551.0,32.1
Hungary,2014,Klebsiella pneumoniae,Combined resistance,636.0,28.9
Iceland,2010,Klebsiella pneumoniae,Combined resistance,24.0,0.0
Iceland,2011,Klebsiella pneumoniae,Combined resistance,24.0,0.0
Iceland,2012,Klebsiella pneumoniae,Combined resistance,14.0,0.0
Iceland,2013,Klebsiella pneumoniae,Combined resistance,28.0,0.0
Iceland,2014,Klebsiella pneumoniae,Combined resistance,28.0,0.0
Ireland,2010,Klebsiella pneumoniae,Combined resistance,318.0,2.2
Ireland,2011,Klebsiella pneumoniae,Combined resistance,303.0,3.3
Ireland,2012,Klebsiella pneumoniae,Combined resistance,326.0,3.4
Ireland,2013,Klebsiella pneumoniae,Combined resistance,316.0,7.9
Ireland,2014,Klebsiella pneumoniae,Combined resistance,354.0,7.3
Italy,2010,Klebsiella pneumoniae,Combined resistance,685.0,26.3
Italy,2011,Klebsiella pneumoniae,Combined resistance,566.0,32.9
Italy,2012,Klebsiella pneumoniae,Combined resistance,758.0,40.2
Italy,2013,Klebsiella pneumoniae,Combined resistance,1403.0,41.8
Italy,2014,Klebsiella pneumoniae,Combined resistance,1170.0,44.0
Latvia,2010,Klebsiella pneumoniae,Combined resistance,63.0,49.2
Latvia,2011,Klebsiella pneumoniae,Combined resistance,63.0,33.3
Latvia,2012,Klebsiella pneumoniae,Combined resistance,78.0,42.3
Latvia,2013,Klebsiella pneumoniae,Combined resistance,88.0,39.8
Latvia,2014,Klebsiella pneumoniae,Combined resistance,104.0,41.3
Lithuania,2010,Klebsiella pneumoniae,Combined resistance,80.0,32.5
Lithuania,2011,Klebsiella pneumoniae,Combined resistance,137.0,43.1
Lithuania,2012,Klebsiella pneumoniae,Combined resistance,184.0,52.2
Lithuania,2013,Klebsiella pneumoniae,Combined resistance,144.0,33.3
Lithuania,2014,Klebsiella pneumoniae,Combined resistance,154.0,35.1
Luxembourg,2010,Klebsiella pneumoniae,Combined resistance,59.0,3.4
Luxembourg,2011,Klebsiella pneumoniae,Combined resistance,48.0,27.1
Luxembourg,2012,Klebsiella pneumoniae,Combined resistance,50.0,20.0
Luxembourg,2013,Klebsiella pneumoniae,Combined resistance,53.0,17.0
Luxembourg,2014,Klebsiella pneumoniae,Combined resistance,66.0,16.7
Malta,2010,Klebsiella pneumoniae,Combined resistance,57.0,5.3
Malta,2011,Klebsiella pneumoniae,Combined resistance,52.0,3.8
Malta,2012,Klebsiella pneumoniae,Combined resistance,57.0,19.3
Malta,2013,Klebsiella pneumoniae,Combined resistance,69.0,20.3
Malta,2014,Klebsiella pneumoniae,Combined resistance,101.0,26.7
Netherlands,2010,Klebsiella pneumoniae,Combined resistance,638.0,3.8
Netherlands,2011,Klebsiella pneumoniae,Combined resistance,720.0,4.3
Netherlands,2012,Klebsiella pneumoniae,Combined resistance,667.0,2.7
Netherlands,2013,Klebsiella pneumoniae,Combined resistance,631.0,2.2
Netherlands,2014,Klebsiella pneumoniae,Combined resistance,867.0,2.0
Norway,2010,Klebsiella pneumoniae,Combined resistance,468.0,1.1
Norway,2011,Klebsiella pneumoniae,Combined resistance,374.0,0.8
Norway,2012,Klebsiella pneumoniae,Combined resistance,593.0,1.5
Norway,2013,Klebsiella pneumoniae,Combined resistance,616.0,1.8
Norway,2014,Klebsiella pneumoniae,Combined resistance,744.0,3.9
Poland,2010,Klebsiella pneumoniae,Combined resistance,209.0,23.0
Poland,2011,Klebsiella pneumoniae,Combined resistance,259.0,37.1
Poland,2012,Klebsiella pneumoniae,Combined resistance,353.0,48.4
Poland,2013,Klebsiella pneumoniae,Combined resistance,366.0,52.5
Poland,2014,Klebsiella pneumoniae,Combined resistance,,
Portugal,2010,Klebsiella pneumoniae,Combined resistance,567.0,19.4
Portugal,2011,Klebsiella pneumoniae,Combined resistance,614.0,20.8
Portugal,2012,Klebsiella pneumoniae,Combined resistance,776.0,25.1
Portugal,2013,Klebsiella pneumoniae,Combined resistance,909.0,21.9
Portugal,2014,Klebsiella pneumoniae,Combined resistance,1705.0,23.0
Romania,2010,Klebsiella pneumoniae,Combined resistance,17.0,23.5
Romania,2011,Klebsiella pneumoniae,Combined resistance,10.0,30.0
Romania,2012,Klebsiella pneumoniae,Combined resistance,97.0,42.3
Romania,2013,Klebsiella pneumoniae,Combined resistance,210.0,42.9
Romania,2014,Klebsiella pneumoniae,Combined resistance,248.0,56.0
Slovakia,2010,Klebsiella pneumoniae,Combined resistance,,
Slovakia,2011,Klebsiella pneumoniae,Combined resistance,465.0,62.4
Slovakia,2012,Klebsiella pneumoniae,Combined resistance,376.0,55.3
Slovakia,2013,Klebsiella pneumoniae,Combined resistance,487.0,57.9
Slovakia,2014,Klebsiella pneumoniae,Combined resistance,493.0,63.3
Slovenia,2010,Klebsiella pneumoniae,Combined resistance,196.0,17.9
Slovenia,2011,Klebsiella pneumoniae,Combined resistance,232.0,19.8
Slovenia,2012,Klebsiella pneumoniae,Combined resistance,254.0,17.3
Slovenia,2013,Klebsiella pneumoniae,Combined resistance,245.0,15.9
Slovenia,2014,Klebsiella pneumoniae,Combined resistance,233.0,18.9
Spain,2010,Klebsiella pneumoniae,Combined resistance,1161.0,4.7
Spain,2011,Klebsiella pneumoniae,Combined resistance,1145.0,8.3
Spain,2012,Klebsiella pneumoniae,Combined resistance,1150.0,8.9
Spain,2013,Klebsiella pneumoniae,Combined resistance,1241.0,11.2
Spain,2014,Klebsiella pneumoniae,Combined resistance,1265.0,10.0
Sweden,2010,Klebsiella pneumoniae,Combined resistance,364.0,0.8
Sweden,2011,Klebsiella pneumoniae,Combined resistance,743.0,0.8
Sweden,2012,Klebsiella pneumoniae,Combined resistance,976.0,1.4
Sweden,2013,Klebsiella pneumoniae,Combined resistance,1235.0,1.7
Sweden,2014,Klebsiella pneumoniae,Combined resistance,623.0,1.4
United Kingdom,2010,Klebsiella pneumoniae,Combined resistance,701.0,3.6
United Kingdom,2011,Klebsiella pneumoniae,Combined resistance,914.0,2.1
United Kingdom,2012,Klebsiella pneumoniae,Combined resistance,913.0,2.3
United Kingdom,2013,Klebsiella pneumoniae,Combined resistance,1070.0,4.9
United Kingdom,2014,Klebsiella pneumoniae,Combined resistance,974.0,3.2
Austria,2010,Klebsiella pneumoniae,Fluoroquinolones,720.0,18.2
Austria,2011,Klebsiella pneumoniae,Fluoroquinolones,797.0,16.6
Austria,2012,Klebsiella pneumoniae,Fluoroquinolones,829.0,15.4
Austria,2013,Klebsiella pneumoniae,Fluoroquinolones,925.0,15.8
Austria,2014,Klebsiella pneumoniae,Fluoroquinolones,971.0,10.4
Belgium,2010,Klebsiella pneumoniae,Fluoroquinolones,144.0,12.5
Belgium,2011,Klebsiella pneumoniae,Fluoroquinolones,663.0,14.9
Belgium,2012,Klebsiella pneumoniae,Fluoroquinolones,532.0,17.3
Belgium,2013,Klebsiella pneumoniae,Fluoroquinolones,639.0,22.2
Belgium,2014,Klebsiella pneumoniae,Fluoroquinolones,506.0,18.2
Bulgaria,2010,Klebsiella pneumoniae,Fluoroquinolones,126.0,52.4
Bulgaria,2011,Klebsiella pneumoniae,Fluoroquinolones,121.0,51.2
Bulgaria,2012,Klebsiella pneumoniae,Fluoroquinolones,127.0,47.2
Bulgaria,2013,Klebsiella pneumoniae,Fluoroquinolones,138.0,45.7
Bulgaria,2014,Klebsiella pneumoniae,Fluoroquinolones,151.0,50.3
Croatia,2010,Klebsiella pneumoniae,Fluoroquinolones,278.0,47.5
Croatia,2011,Klebsiella pneumoniae,Fluoroquinolones,292.0,42.5
Croatia,2012,Klebsiella pneumoniae,Fluoroquinolones,331.0,42.9
Croatia,2013,Klebsiella pneumoniae,Fluoroquinolones,373.0,43.2
Croatia,2014,Klebsiella pneumoniae,Fluoroquinolones,330.0,44.8
Cyprus,2010,Klebsiella pneumoniae,Fluoroquinolones,67.0,38.8
Cyprus,2011,Klebsiella pneumoniae,Fluoroquinolones,83.0,36.1
Cyprus,2012,Klebsiella pneumoniae,Fluoroquinolones,65.0,21.5
Cyprus,2013,Klebsiella pneumoniae,Fluoroquinolones,68.0,23.5
Cyprus,2014,Klebsiella pneumoniae,Fluoroquinolones,80.0,26.3
Czech Republic,2010,Klebsiella pneumoniae,Fluoroquinolones,1263.0,55.1
Czech Republic,2011,Klebsiella pneumoniae,Fluoroquinolones,1287.0,52.8
Czech Republic,2012,Klebsiella pneumoniae,Fluoroquinolones,1399.0,50.4
Czech Republic,2013,Klebsiella pneumoniae,Fluoroquinolones,1291.0,47.7
Czech Republic,2014,Klebsiella pneumoniae,Fluoroquinolones,1382.0,48.0
Denmark,2010,Klebsiella pneumoniae,Fluoroquinolones,673.0,11.3
Denmark,2011,Klebsiella pneumoniae,Fluoroquinolones,888.0,11.6
Denmark,2012,Klebsiella pneumoniae,Fluoroquinolones,941.0,8.8
Denmark,2013,Klebsiella pneumoniae,Fluoroquinolones,874.0,8.9
Denmark,2014,Klebsiella pneumoniae,Fluoroquinolones,943.0,6.9
Estonia,2010,Klebsiella pneumoniae,Fluoroquinolones,64.0,25.0
Estonia,2011,Klebsiella pneumoniae,Fluoroquinolones,91.0,22.0
Estonia,2012,Klebsiella pneumoniae,Fluoroquinolones,87.0,17.2
Estonia,2013,Klebsiella pneumoniae,Fluoroquinolones,90.0,26.7
Estonia,2014,Klebsiella pneumoniae,Fluoroquinolones,133.0,21.8
Finland,2010,Klebsiella pneumoniae,Fluoroquinolones,401.0,2.5
Finland,2011,Klebsiella pneumoniae,Fluoroquinolones,404.0,2.7
Finland,2012,Klebsiella pneumoniae,Fluoroquinolones,536.0,2.1
Finland,2013,Klebsiella pneumoniae,Fluoroquinolones,533.0,2.4
Finland,2014,Klebsiella pneumoniae,Fluoroquinolones,581.0,4.6
France,2010,Klebsiella pneumoniae,Fluoroquinolones,1527.0,21.8
France,2011,Klebsiella pneumoniae,Fluoroquinolones,1683.0,28.0
France,2012,Klebsiella pneumoniae,Fluoroquinolones,1691.0,24.4
France,2013,Klebsiella pneumoniae,Fluoroquinolones,1916.0,29.4
France,2014,Klebsiella pneumoniae,Fluoroquinolones,2175.0,31.0
Germany,2010,Klebsiella pneumoniae,Fluoroquinolones,478.0,14.9
Germany,2011,Klebsiella pneumoniae,Fluoroquinolones,519.0,14.1
Germany,2012,Klebsiella pneumoniae,Fluoroquinolones,663.0,13.7
Germany,2013,Klebsiella pneumoniae,Fluoroquinolones,745.0,14.8
Germany,2014,Klebsiella pneumoniae,Fluoroquinolones,980.0,12.7
Greece,2010,Klebsiella pneumoniae,Fluoroquinolones,1676.0,70.9
Greece,2011,Klebsiella pneumoniae,Fluoroquinolones,1635.0,72.2
Greece,2012,Klebsiella pneumoniae,Fluoroquinolones,1428.0,69.7
Greece,2013,Klebsiella pneumoniae,Fluoroquinolones,1172.0,67.6
Greece,2014,Klebsiella pneumoniae,Fluoroquinolones,1063.0,67.6
Hungary,2010,Klebsiella pneumoniae,Fluoroquinolones,504.0,42.9
Hungary,2011,Klebsiella pneumoniae,Fluoroquinolones,420.0,51.0
Hungary,2012,Klebsiella pneumoniae,Fluoroquinolones,485.0,41.6
Hungary,2013,Klebsiella pneumoniae,Fluoroquinolones,555.0,37.7
Hungary,2014,Klebsiella pneumoniae,Fluoroquinolones,641.0,34.9
Iceland,2010,Klebsiella pneumoniae,Fluoroquinolones,24.0,0.0
Iceland,2011,Klebsiella pneumoniae,Fluoroquinolones,24.0,4.2
Iceland,2012,Klebsiella pneumoniae,Fluoroquinolones,14.0,7.1
Iceland,2013,Klebsiella pneumoniae,Fluoroquinolones,28.0,0.0
Iceland,2014,Klebsiella pneumoniae,Fluoroquinolones,28.0,3.6
Ireland,2010,Klebsiella pneumoniae,Fluoroquinolones,318.0,8.2
Ireland,2011,Klebsiella pneumoniae,Fluoroquinolones,303.0,8.9
Ireland,2012,Klebsiella pneumoniae,Fluoroquinolones,338.0,7.4
Ireland,2013,Klebsiella pneumoniae,Fluoroquinolones,316.0,14.6
Ireland,2014,Klebsiella pneumoniae,Fluoroquinolones,355.0,13.5
Italy,2010,Klebsiella pneumoniae,Fluoroquinolones,696.0,38.5
Italy,2011,Klebsiella pneumoniae,Fluoroquinolones,597.0,45.7
Italy,2012,Klebsiella pneumoniae,Fluoroquinolones,835.0,49.9
Italy,2013,Klebsiella pneumoniae,Fluoroquinolones,1428.0,54.4
Italy,2014,Klebsiella pneumoniae,Fluoroquinolones,1295.0,55.7
Latvia,2010,Klebsiella pneumoniae,Fluoroquinolones,63.0,52.4
Latvia,2011,Klebsiella pneumoniae,Fluoroquinolones,63.0,38.1
Latvia,2012,Klebsiella pneumoniae,Fluoroquinolones,78.0,46.2
Latvia,2013,Klebsiella pneumoniae,Fluoroquinolones,88.0,43.2
Latvia,2014,Klebsiella pneumoniae,Fluoroquinolones,116.0,44.8
Lithuania,2010,Klebsiella pneumoniae,Fluoroquinolones,80.0,36.3
Lithuania,2011,Klebsiella pneumoniae,Fluoroquinolones,137.0,54.7
Lithuania,2012,Klebsiella pneumoniae,Fluoroquinolones,184.0,55.4
Lithuania,2013,Klebsiella pneumoniae,Fluoroquinolones,144.0,45.1
Lithuania,2014,Klebsiella pneumoniae,Fluoroquinolones,154.0,45.5
Luxembourg,2010,Klebsiella pneumoniae,Fluoroquinolones,59.0,6.8
Luxembourg,2011,Klebsiella pneumoniae,Fluoroquinolones,48.0,33.3
Luxembourg,2012,Klebsiella pneumoniae,Fluoroquinolones,50.0,32.0
Luxembourg,2013,Klebsiella pneumoniae,Fluoroquinolones,53.0,22.6
Luxembourg,2014,Klebsiella pneumoniae,Fluoroquinolones,66.0,31.8
Malta,2010,Klebsiella pneumoniae,Fluoroquinolones,57.0,15.8
Malta,2011,Klebsiella pneumoniae,Fluoroquinolones,52.0,13.5
Malta,2012,Klebsiella pneumoniae,Fluoroquinolones,57.0,26.3
Malta,2013,Klebsiella pneumoniae,Fluoroquinolones,69.0,27.5
Malta,2014,Klebsiella pneumoniae,Fluoroquinolones,101.0,33.7
Netherlands,2010,Klebsiella pneumoniae,Fluoroquinolones,644.0,7.0
Netherlands,2011,Klebsiella pneumoniae,Fluoroquinolones,728.0,7.3
Netherlands,2012,Klebsiella pneumoniae,Fluoroquinolones,670.0,5.4
Netherlands,2013,Klebsiella pneumoniae,Fluoroquinolones,638.0,6.1
Netherlands,2014,Klebsiella pneumoniae,Fluoroquinolones,886.0,4.7
Norway,2010,Klebsiella pneumoniae,Fluoroquinolones,476.0,7.4
Norway,2011,Klebsiella pneumoniae,Fluoroquinolones,427.0,3.5
Norway,2012,Klebsiella pneumoniae,Fluoroquinolones,596.0,4.0
Norway,2013,Klebsiella pneumoniae,Fluoroquinolones,616.0,4.9
Norway,2014,Klebsiella pneumoniae,Fluoroquinolones,746.0,6.2
Poland,2010,Klebsiella pneumoniae,Fluoroquinolones,221.0,33.0
Poland,2011,Klebsiella pneumoniae,Fluoroquinolones,369.0,57.7
Poland,2012,Klebsiella pneumoniae,Fluoroquinolones,359.0,60.2
Poland,2013,Klebsiella pneumoniae,Fluoroquinolones,374.0,70.1
Poland,2014,Klebsiella pneumoniae,Fluoroquinolones,,
Portugal,2010,Klebsiella pneumoniae,Fluoroquinolones,574.0,31.4
Portugal,2011,Klebsiella pneumoniae,Fluoroquinolones,617.0,36.3
Portugal,2012,Klebsiella pneumoniae,Fluoroquinolones,777.0,35.8
Portugal,2013,Klebsiella pneumoniae,Fluoroquinolones,911.0,35.7
Portugal,2014,Klebsiella pneumoniae,Fluoroquinolones,1712.0,36.5
Romania,2010,Klebsiella pneumoniae,Fluoroquinolones,17.0,29.4
Romania,2011,Klebsiella pneumoniae,Fluoroquinolones,10.0,30.0
Romania,2012,Klebsiella pneumoniae,Fluoroquinolones,100.0,50.0
Romania,2013,Klebsiella pneumoniae,Fluoroquinolones,213.0,51.6
Romania,2014,Klebsiella pneumoniae,Fluoroquinolones,257.0,66.5
Slovakia,2010,Klebsiella pneumoniae,Fluoroquinolones,,
Slovakia,2011,Klebsiella pneumoniae,Fluoroquinolones,465.0,70.8
Slovakia,2012,Klebsiella pneumoniae,Fluoroquinolones,376.0,66.8
Slovakia,2013,Klebsiella pneumoniae,Fluoroquinolones,489.0,66.9
Slovakia,2014,Klebsiella pneumoniae,Fluoroquinolones,493.0,70.8
Slovenia,2010,Klebsiella pneumoniae,Fluoroquinolones,196.0,25.0
Slovenia,2011,Klebsiella pneumoniae,Fluoroquinolones,232.0,35.3
Slovenia,2012,Klebsiella pneumoniae,Fluoroquinolones,254.0,33.1
Slovenia,2013,Klebsiella pneumoniae,Fluoroquinolones,245.0,32.7
Slovenia,2014,Klebsiella pneumoniae,Fluoroquinolones,233.0,32.6
Spain,2010,Klebsiella pneumoniae,Fluoroquinolones,1161.0,13.6
Spain,2011,Klebsiella pneumoniae,Fluoroquinolones,1145.0,17.0
Spain,2012,Klebsiella pneumoniae,Fluoroquinolones,1150.0,16.5
Spain,2013,Klebsiella pneumoniae,Fluoroquinolones,1241.0,21.8
Spain,2014,Klebsiella pneumoniae,Fluoroquinolones,1266.0,18.6
Sweden,2010,Klebsiella pneumoniae,Fluoroquinolones,405.0,4.7
Sweden,2011,Klebsiella pneumoniae,Fluoroquinolones,822.0,2.3
Sweden,2012,Klebsiella pneumoniae,Fluoroquinolones,976.0,3.7
Sweden,2013,Klebsiella pneumoniae,Fluoroquinolones,1270.0,3.9
Sweden,2014,Klebsiella pneumoniae,Fluoroquinolones,763.0,4.1
United Kingdom,2010,Klebsiella pneumoniae,Fluoroquinolones,768.0,7.4
