country,year,bacterium,antibiotic,n_isolates,pct_resistant,resistance_level
Norway,2012,Klebsiella pneumoniae,Carbapenems,623.0,0.5,Low
Norway,2013,Klebsiella pneumoniae,Carbapenems,645.0,0.2,Low
Norway,2014,Klebsiella pneumoniae,Carbapenems,746.0,0.0,Low
Poland,2010,Klebsiella pneumoniae,Carbapenems,238.0,0.0,Low
Poland,2011,Klebsiella pneumoniae,Carbapenems,376.0,0.5,Low
Poland,2012,Klebsiella pneumoniae,Carbapenems,359.0,0.8,Low
Poland,2013,Klebsiella pneumoniae,Carbapenems,370.0,0.8,Low
Portugal,2010,Klebsiella pneumoniae,Carbapenems,443.0,1.4,Low
Portugal,2011,Klebsiella pneumoniae,Carbapenems,580.0,0.3,Low
Portugal,2012,Klebsiella pneumoniae,Carbapenems,749.0,0.7,Low
Portugal,2013,Klebsiella pneumoniae,Carbapenems,904.0,1.8,Low
Portugal,2014,Klebsiella pneumoniae,Carbapenems,1701.0,1.8,Low
Romania,2010,Klebsiella pneumoniae,Carbapenems,14.0,0.0,Low
Romania,2011,Klebsiella pneumoniae,Carbapenems,10.0,0.0,Low
Romania,2012,Klebsiella pneumoniae,Carbapenems,102.0,13.7,Medium
Romania,2013,Klebsiella pneumoniae,Carbapenems,215.0,20.5,Medium
Romania,2014,Klebsiella pneumoniae,Carbapenems,257.0,31.5,High
Slovakia,2011,Klebsiella pneumoniae,Carbapenems,434.0,0.7,Low
Slovakia,2012,Klebsiella pneumoniae,Carbapenems,331.0,6.3,Low
Slovakia,2013,Klebsiella pneumoniae,Carbapenems,342.0,0.6,Low
Slovakia,2014,Klebsiella pneumoniae,Carbapenems,456.0,2.6,Low
Slovenia,2010,Klebsiella pneumoniae,Carbapenems,195.0,0.5,Low
Slovenia,2011,Klebsiella pneumoniae,Carbapenems,232.0,0.0,Low
Slovenia,2012,Klebsiella pneumoniae,Carbapenems,254.0,0.4,Low
Slovenia,2013,Klebsiella pneumoniae,Carbapenems,245.0,0.4,Low
Slovenia,2014,Klebsiella pneumoniae,Carbapenems,233.0,0.9,Low
Spain,2010,Klebsiella pneumoniae,Carbapenems,1161.0,0.0,Low
Spain,2011,Klebsiella pneumoniae,Carbapenems,1144.0,0.3,Low
Spain,2012,Klebsiella pneumoniae,Carbapenems,1152.0,0.8,Low
Spain,2013,Klebsiella pneumoniae,Carbapenems,1241.0,1.6,Low
Spain,2014,Klebsiella pneumoniae,Carbapenems,1266.0,2.3,Low
Sweden,2010,Klebsiella pneumoniae,Carbapenems,655.0,0.3,Low
Sweden,2011,Klebsiella pneumoniae,Carbapenems,1099.0,0.0,Low
Sweden,2012,Klebsiella pneumoniae,Carbapenems,976.0,0.0,Low
Sweden,2013,Klebsiella pneumoniae,Carbapenems,1269.0,0.0,Low
Sweden,2014,Klebsiella pneumoniae,Carbapenems,978.0,0.0,Low
United Kingdom,2010,Klebsiella pneumoniae,Carbapenems,677.0,0.1,Low
United Kingdom,2011,Klebsiella pneumoniae,Carbapenems,825.0,0.4,Low
United Kingdom,2012,Klebsiella pneumoniae,Carbapenems,888.0,0.5,Low
United Kingdom,2013,Klebsiella pneumoniae,Carbapenems,1051.0,0.5,Low
United Kingdom,2014,Klebsiella pneumoniae,Carbapenems,1068.0,0.8,Low
Austria,2010,Klebsiella pneumoniae,Combined resistance,716.0,1.8,Low
Austria,2011,Klebsiella pneumoniae,Combined resistance,785.0,4.1,Low
Austria,2012,Klebsiella pneumoniae,Combined resistance,828.0,4.2,Low
Austria,2013,Klebsiella pneumoniae,Combined resistance,919.0,3.8,Low
Austria,2014,Klebsiella pneumoniae,Combined resistance,969.0,3.4,Low
Belgium,2010,Klebsiella pneumoniae,Combined resistance,132.0,0.8,Low
Belgium,2011,Klebsiella pneumoniae,Combined resistance,587.0,4.9,Low
Belgium,2012,Klebsiella pneumoniae,Combined resistance,477.0,8.2,Low
Belgium,2013,Klebsiella pneumoniae,Combined resistance,555.0,7.0,Low
Belgium,2014,Klebsiella pneumoniae,Combined resistance,354.0,7.9,Low
Bulgaria,2010,Klebsiella pneumoniae,Combined resistance,126.0,43.7,High
Bulgaria,2011,Klebsiella pneumoniae,Combined resistance,120.0,45.8,High
Bulgaria,2012,Klebsiella pneumoniae,Combined resistance,127.0,36.2,High
Bulgaria,2013,Klebsiella pneumoniae,Combined resistance,138.0,36.2,High
Bulgaria,2014,Klebsiella pneumoniae,Combined resistance,151.0,41.7,High
Croatia,2010,Klebsiella pneumoniae,Combined resistance,278.0,35.3,High
Croatia,2011,Klebsiella pneumoniae,Combined resistance,292.0,30.5,High
Croatia,2012,Klebsiella pneumoniae,Combined resistance,331.0,30.8,High
Croatia,2013,Klebsiella pneumoniae,Combined resistance,373.0,29.8,High
Croatia,2014,Klebsiella pneumoniae,Combined resistance,330.0,30.9,High
Cyprus,2010,Klebsiella pneumoniae,Combined resistance,67.0,19.4,Medium
Cyprus,2011,Klebsiella pneumoniae,Combined resistance,83.0,25.3,High
Cyprus,2012,Klebsiella pneumoniae,Combined resistance,65.0,10.8,Medium
Cyprus,2013,Klebsiella pneumoniae,Combined resistance,68.0,8.8,Low
Cyprus,2014,Klebsiella pneumoniae,Combined resistance,80.0,15.0,Medium
Czech Republic,2010,Klebsiella pneumoniae,Combined resistance,1244.0,35.9,High
Czech Republic,2011,Klebsiella pneumoniae,Combined resistance,1283.0,36.0,High
Czech Republic,2012,Klebsiella pneumoniae,Combined resistance,1399.0,41.8,High
Czech Republic,2013,Klebsiella pneumoniae,Combined resistance,1291.0,38.3,High
Czech Republic,2014,Klebsiella pneumoniae,Combined resistance,1382.0,38.7,High
Denmark,2010,Klebsiella pneumoniae,Combined resistance,557.0,5.4,Low
Denmark,2011,Klebsiella pneumoniae,Combined resistance,633.0,4.9,Low
Denmark,2012,Klebsiella pneumoniae,Combined resistance,577.0,3.1,Low
Denmark,2013,Klebsiella pneumoniae,Combined resistance,519.0,3.5,Low
Denmark,2014,Klebsiella pneumoniae,Combined resistance,925.0,3.1,Low
Estonia,2010,Klebsiella pneumoniae,Combined resistance,63.0,15.9,Medium
Estonia,2011,Klebsiella pneumoniae,Combined resistance,42.0,19.0,Medium
Estonia,2012,Klebsiella pneumoniae,Combined resistance,86.0,10.5,Medium
Estonia,2013,Klebsiella pneumoniae,Combined resistance,89.0,9.0,Low
Estonia,2014,Klebsiella pneumoniae,Combined resistance,132.0,11.4,Medium
Finland,2010,Klebsiella pneumoniae,Combined resistance,368.0,1.4,Low
Finland,2011,Klebsiella pneumoniae,Combined resistance,404.0,1.2,Low
Finland,2012,Klebsiella pneumoniae,Combined resistance,516.0,0.2,Low
Finland,2013,Klebsiella pneumoniae,Combined resistance,510.0,0.4,Low
Finland,2014,Klebsiella pneumoniae,Combined resistance,556.0,1.4,Low
France,2010,Klebsiella pneumoniae,Combined resistance,1527.0,14.8,Medium
France,2011,Klebsiella pneumoniae,Combined resistance,1647.0,19.5,Medium
France,2012,Klebsiella pneumoniae,Combined resistance,1097.0,19.4,Medium
France,2013,Klebsiella pneumoniae,Combined resistance,1916.0,22.9,Medium
France,2014,Klebsiella pneumoniae,Combined resistance,2175.0,23.8,Medium
Germany,2010,Klebsiella pneumoniae,Combined resistance,478.0,7.5,Low
Germany,2011,Klebsiella pneumoniae,Combined resistance,518.0,6.9,Low
Germany,2012,Klebsiella pneumoniae,Combined resistance,663.0,6.2,Low
Germany,2013,Klebsiella pneumoniae,Combined resistance,742.0,6.9,Low
Germany,2014,Klebsiella pneumoniae,Combined resistance,979.0,5.3,Low
Greece,2010,Klebsiella pneumoniae,Combined resistance,1668.0,57.4,High
Greece,2011,Klebsiella pneumoniae,Combined resistance,1630.0,64.1,High
Greece,2012,Klebsiella pneumoniae,Combined resistance,1427.0,59.9,High
Greece,2013,Klebsiella pneumoniae,Combined resistance,1166.0,55.4,High
Greece,2014,Klebsiella pneumoniae,Combined resistance,1063.0,56.8,High
Hungary,2010,Klebsiella pneumoniae,Combined resistance,502.0,37.8,High
Hungary,2011,Klebsiella pneumoniae,Combined resistance,417.0,46.0,High
Hungary,2012,Klebsiella pneumoniae,Combined resistance,485.0,37.5,High
Hungary,2013,Klebsiella pneumoniae,Combined resistance,551.0,32.1,High
Hungary,2014,Klebsiella pneumoniae,Combined resistance,636.0,28.9,High
Iceland,2010,Klebsiella pneumoniae,Combined resistance,24.0,0.0,Low
Iceland,2011,Klebsiella pneumoniae,Combined resistance,24.0,0.0,Low
Iceland,2012,Klebsiella pneumoniae,Combined resistance,14.0,0.0,Low
Iceland,2013,Klebsiella pneumoniae,Combined resistance,28.0,0.0,Low
Iceland,2014,Klebsiella pneumoniae,Combined resistance,28.0,0.0,Low
Ireland,2010,Klebsiella pneumoniae,Combined resistance,318.0,2.2,Low
Ireland,2011,Klebsiella pneumoniae,Combined resistance,303.0,3.3,Low
Ireland,2012,Klebsiella pneumoniae,Combined resistance,326.0,3.4,Low
Ireland,2013,Klebsiella pneumoniae,Combined resistance,316.0,7.9,Low
Ireland,2014,Klebsiella pneumoniae,Combined resistance,354.0,7.3,Low
Italy,2010,Klebsiella pneumoniae,Combined resistance,685.0,26.3,High
Italy,2011,Klebsiella pneumoniae,Combined resistance,566.0,32.9,High
Italy,2012,Klebsiella pneumoniae,Combined resistance,758.0,40.2,High
Italy,2013,Klebsiella pneumoniae,Combined resistance,1403.0,41.8,High
Italy,2014,Klebsiella pneumoniae,Combined resistance,1170.0,44.0,High
Latvia,2010,Klebsiella pneumoniae,Combined resistance,63.0,49.2,High
Latvia,2011,Klebsiella pneumoniae,Combined resistance,63.0,33.3,High
Latvia,2012,Klebsiella pneumoniae,Combined resistance,78.0,42.3,High
Latvia,2013,Klebsiella pneumoniae,Combined resistance,88.0,39.8,High
Latvia,2014,Klebsiella pneumoniae,Combined resistance,104.0,41.3,High
Lithuania,2010,Klebsiella pneumoniae,Combined resistance,80.0,32.5,High
Lithuania,2011,Klebsiella pneumoniae,Combined resistance,137.0,43.1,High
Lithuania,2012,Klebsiella pneumoniae,Combined resistance,184.0,52.2,High
Lithuania,2013,Klebsiella pneumoniae,Combined resistance,144.0,33.3,High
Lithuania,2014,Klebsiella pneumoniae,Combined resistance,154.0,35.1,High
Luxembourg,2010,Klebsiella pneumoniae,Combined resistance,59.0,3.4,Low
Luxembourg,2011,Klebsiella pneumoniae,Combined resistance,48.0,27.1,High
Luxembourg,2012,Klebsiella pneumoniae,Combined resistance,50.0,20.0,Medium
Luxembourg,2013,Klebsiella pneumoniae,Combined resistance,53.0,17.0,Medium
Luxembourg,2014,Klebsiella pneumoniae,Combined resistance,66.0,16.7,Medium
Malta,2010,Klebsiella pneumoniae,Combined resistance,57.0,5.3,Low
Malta,2011,Klebsiella pneumoniae,Combined resistance,52.0,3.8,Low
Malta,2012,Klebsiella pneumoniae,Combined resistance,57.0,19.3,Medium
Malta,2013,Klebsiella pneumoniae,Combined resistance,69.0,20.3,Medium
Malta,2014,Klebsiella pneumoniae,Combined resistance,101.0,26.7,High
Netherlands,2010,Klebsiella pneumoniae,Combined resistance,638.0,3.8,Low
Netherlands,2011,Klebsiella pneumoniae,Combined resistance,720.0,4.3,Low
Netherlands,2012,Klebsiella pneumoniae,Combined resistance,667.0,2.7,Low
Netherlands,2013,Klebsiella pneumoniae,Combined resistance,631.0,2.2,Low
Netherlands,2014,Klebsiella pneumoniae,Combined resistance,867.0,2.0,Low
Norway,2010,Klebsiella pneumoniae,Combined resistance,468.0,1.1,Low
Norway,2011,Klebsiella pneumoniae,Combined resistance,374.0,0.8,Low
Norway,2012,Klebsiella pneumoniae,Combined resistance,593.0,1.5,Low
Norway,2013,Klebsiella pneumoniae,Combined resistance,616.0,1.8,Low
Norway,2014,Klebsiella pneumoniae,Combined resistance,744.0,3.9,Low
Poland,2010,Klebsiella pneumoniae,Combined resistance,209.0,23.0,Medium
Poland,2011,Klebsiella pneumoniae,Combined resistance,259.0,37.1,High
Poland,2012,Klebsiella pneumoniae,Combined resistance,353.0,48.4,High
Poland,2013,Klebsiella pneumoniae,Combined resistance,366.0,52.5,High
Portugal,2010,Klebsiella pneumoniae,Combined resistance,567.0,19.4,Medium
Portugal,2011,Klebsiella pneumoniae,Combined resistance,614.0,20.8,Medium
Portugal,2012,Klebsiella pneumoniae,Combined resistance,776.0,25.1,High
Portugal,2013,Klebsiella pneumoniae,Combined resistance,909.0,21.9,Medium
Portugal,2014,Klebsiella pneumoniae,Combined resistance,1705.0,23.0,Medium
Romania,2010,Klebsiella pneumoniae,Combined resistance,17.0,23.5,Medium
Romania,2011,Klebsiella pneumoniae,Combined resistance,10.0,30.0,High
Romania,2012,Klebsiella pneumoniae,Combined resistance,97.0,42.3,High
Romania,2013,Klebsiella pneumoniae,Combined resistance,210.0,42.9,High
Romania,2014,Klebsiella pneumoniae,Combined resistance,248.0,56.0,High
Slovakia,2011,Klebsiella pneumoniae,Combined resistance,465.0,62.4,High
Slovakia,2012,Klebsiella pneumoniae,Combined resistance,376.0,55.3,High
Slovakia,2013,Klebsiella pneumoniae,Combined resistance,487.0,57.9,High
Slovakia,2014,Klebsiella pneumoniae,Combined resistance,493.0,63.3,High
Slovenia,2010,Klebsiella pneumoniae,Combined resistance,196.0,17.9,Medium
Slovenia,2011,Klebsiella pneumoniae,Combined resistance,232.0,19.8,Medium
Slovenia,2012,Klebsiella pneumoniae,Combined resistance,254.0,17.3,Medium
Slovenia,2013,Klebsiella pneumoniae,Combined resistance,245.0,15.9,Medium
Slovenia,2014,Klebsiella pneumoniae,Combined resistance,233.0,18.9,Medium
Spain,2010,Klebsiella pneumoniae,Combined resistance,1161.0,4.7,Low
Spain,2011,Klebsiella pneumoniae,Combined resistance,1145.0,8.3,Low
Spain,2012,Klebsiella pneumoniae,Combined resistance,1150.0,8.9,Low
Spain,2013,Klebsiella pneumoniae,Combined resistance,1241.0,11.2,Medium
Spain,2014,Klebsiella pneumoniae,Combined resistance,1265.0,10.0,Medium
Sweden,2010,Klebsiella pneumoniae,Combined resistance,364.0,0.8,Low
Sweden,2011,Klebsiella pneumoniae,Combined resistance,743.0,0.8,Low
Sweden,2012,Klebsiella pneumoniae,Combined resistance,976.0,1.4,Low
Sweden,2013,Klebsiella pneumoniae,Combined resistance,1235.0,1.7,Low
Sweden,2014,Klebsiella pneumoniae,Combined resistance,623.0,1.4,Low
United Kingdom,2010,Klebsiella pneumoniae,Combined resistance,701.0,3.6,Low
United Kingdom,2011,Klebsiella pneumoniae,Combined resistance,914.0,2.1,Low
United Kingdom,2012,Klebsiella pneumoniae,Combined resistance,913.0,2.3,Low
United Kingdom,2013,Klebsiella pneumoniae,Combined resistance,1070.0,4.9,Low
United Kingdom,2014,Klebsiella pneumoniae,Combined resistance,974.0,3.2,Low
Austria,2010,Klebsiella pneumoniae,Fluoroquinolones,720.0,18.2,Medium
Austria,2011,Klebsiella pneumoniae,Fluoroquinolones,797.0,16.6,Medium
Austria,2012,Klebsiella pneumoniae,Fluoroquinolones,829.0,15.4,Medium
Austria,2013,Klebsiella pneumoniae,Fluoroquinolones,925.0,15.8,Medium
Austria,2014,Klebsiella pneumoniae,Fluoroquinolones,971.0,10.4,Medium
Belgium,2010,Klebsiella pneumoniae,Fluoroquinolones,144.0,12.5,Medium
Belgium,2011,Klebsiella pneumoniae,Fluoroquinolones,663.0,14.9,Medium
Belgium,2012,Klebsiella pneumoniae,Fluoroquinolones,532.0,17.3,Medium
Belgium,2013,Klebsiella pneumoniae,Fluoroquinolones,639.0,22.2,Medium
Belgium,2014,Klebsiella pneumoniae,Fluoroquinolones,506.0,18.2,Medium
Bulgaria,2010,Klebsiella pneumoniae,Fluoroquinolones,126.0,52.4,High
Bulgaria,2011,Klebsiella pneumoniae,Fluoroquinolones,121.0,51.2,High
Bulgaria,2012,Klebsiella pneumoniae,Fluoroquinolones,127.0,47.2,High
Bulgaria,2013,Klebsiella pneumoniae,Fluoroquinolones,138.0,45.7,High
Bulgaria,2014,Klebsiella pneumoniae,Fluoroquinolones,151.0,50.3,High
Croatia,2010,Klebsiella pneumoniae,Fluoroquinolones,278.0,47.5,High
Croatia,2011,Klebsiella pneumoniae,Fluoroquinolones,292.0,42.5,High
Croatia,2012,Klebsiella pneumoniae,Fluoroquinolones,331.0,42.9,High
Croatia,2013,Klebsiella pneumoniae,Fluoroquinolones,373.0,43.2,High
Croatia,2014,Klebsiella pneumoniae,Fluoroquinolones,330.0,44.8,High
Cyprus,2010,Klebsiella pneumoniae,Fluoroquinolones,67.0,38.8,High
Cyprus,2011,Klebsiella pneumoniae,Fluoroquinolones,83.0,36.1,High
Cyprus,2012,Klebsiella pneumoniae,Fluoroquinolones,65.0,21.5,Medium
Cyprus,2013,Klebsiella pneumoniae,Fluoroquinolones,68.0,23.5,Medium
Cyprus,2014,Klebsiella pneumoniae,Fluoroquinolones,80.0,26.3,High
Czech Republic,2010,Klebsiella pneumoniae,Fluoroquinolones,1263.0,55.1,High
Czech Republic,2011,Klebsiella pneumoniae,Fluoroquinolones,1287.0,52.8,High
Czech Republic,2012,Klebsiella pneumoniae,Fluoroquinolones,1399.0,50.4,High
Czech Republic,2013,Klebsiella pneumoniae,Fluoroquinolones,1291.0,47.7,High
Czech Republic,2014,Klebsiella pneumoniae,Fluoroquinolones,1382.0,48.0,High
Denmark,2010,Klebsiella pneumoniae,Fluoroquinolones,673.0,11.3,Medium
Denmark,2011,Klebsiella pneumoniae,Fluoroquinolones,888.0,11.6,Medium
Denmark,2012,Klebsiella pneumoniae,Fluoroquinolones,941.0,8.8,Low
Denmark,2013,Klebsiella pneumoniae,Fluoroquinolones,874.0,8.9,Low
Denmark,2014,Klebsiella pneumoniae,Fluoroquinolones,943.0,6.9,Low
Estonia,2010,Klebsiella pneumoniae,Fluoroquinolones,64.0,25.0,High
Estonia,2011,Klebsiella pneumoniae,Fluoroquinolones,91.0,22.0,Medium
Estonia,2012,Klebsiella pneumoniae,Fluoroquinolones,87.0,17.2,Medium
Estonia,2013,Klebsiella pneumoniae,Fluoroquinolones,90.0,26.7,High
Estonia,2014,Klebsiella pneumoniae,Fluoroquinolones,133.0,21.8,Medium
Finland,2010,Klebsiella pneumoniae,Fluoroquinolones,401.0,2.5,Low
Finland,2011,Klebsiella pneumoniae,Fluoroquinolones,404.0,2.7,Low
Finland,2012,Klebsiella pneumoniae,Fluoroquinolones,536.0,2.1,Low
Finland,2013,Klebsiella pneumoniae,Fluoroquinolones,533.0,2.4,Low
Finland,2014,Klebsiella pneumoniae,Fluoroquinolones,581.0,4.6,Low
France,2010,Klebsiella pneumoniae,Fluoroquinolones,1527.0,21.8,Medium
France,2011,Klebsiella pneumoniae,Fluoroquinolones,1683.0,28.0,High
France,2012,Klebsiella pneumoniae,Fluoroquinolones,1691.0,24.4,Medium
France,2013,Klebsiella pneumoniae,Fluoroquinolones,1916.0,29.4,High
France,2014,Klebsiella pneumoniae,Fluoroquinolones,2175.0,31.0,High
Germany,2010,Klebsiella pneumoniae,Fluoroquinolones,478.0,14.9,Medium
Germany,2011,Klebsiella pneumoniae,Fluoroquinolones,519.0,14.1,Medium
Germany,2012,Klebsiella pneumoniae,Fluoroquinolones,663.0,13.7,Medium
Germany,2013,Klebsiella pneumoniae,Fluoroquinolones,745.0,14.8,Medium
Germany,2014,Klebsiella pneumoniae,Fluoroquinolones,980.0,12.7,Medium
Greece,2010,Klebsiella pneumoniae,Fluoroquinolones,1676.0,70.9,High
Greece,2011,Klebsiella pneumoniae,Fluoroquinolones,1635.0,72.2,High
Greece,2012,Klebsiella pneumoniae,Fluoroquinolones,1428.0,69.7,High
Greece,2013,Klebsiella pneumoniae,Fluoroquinolones,1172.0,67.6,High
Greece,2014,Klebsiella pneumoniae,Fluoroquinolones,1063.0,67.6,High
Hungary,2010,Klebsiella pneumoniae,Fluoroquinolones,504.0,42.9,High
Hungary,2011,Klebsiella pneumoniae,Fluoroquinolones,420.0,51.0,High
Hungary,2012,Klebsiella pneumoniae,Fluoroquinolones,485.0,41.6,High
Hungary,2013,Klebsiella pneumoniae,Fluoroquinolones,555.0,37.7,High
Hungary,2014,Klebsiella pneumoniae,Fluoroquinolones,641.0,34.9,High
Iceland,2010,Klebsiella pneumoniae,Fluoroquinolones,24.0,0.0,Low
Iceland,2011,Klebsiella pneumoniae,Fluoroquinolones,24.0,4.2,Low
Iceland,2012,Klebsiella pneumoniae,Fluoroquinolones,14.0,7.1,Low
Iceland,2013,Klebsiella pneumoniae,Fluoroquinolones,28.0,0.0,Low
Iceland,2014,Klebsiella pneumoniae,Fluoroquinolones,28.0,3.6,Low
Ireland,2010,Klebsiella pneumoniae,Fluoroquinolones,318.0,8.2,Low
Ireland,2011,Klebsiella pneumoniae,Fluoroquinolones,303.0,8.9,Low
Ireland,2012,Klebsiella pneumoniae,Fluoroquinolones,338.0,7.4,Low
Ireland,2013,Klebsiella pneumoniae,Fluoroquinolones,316.0,14.6,Medium
Ireland,2014,Klebsiella pneumoniae,Fluoroquinolones,355.0,13.5,Medium
Italy,2010,Klebsiella pneumoniae,Fluoroquinolones,696.0,38.5,High
Italy,2011,Klebsiella pneumoniae,Fluoroquinolones,597.0,45.7,High
Italy,2012,Klebsiella pneumoniae,Fluoroquinolones,835.0,49.9,High
Italy,2013,Klebsiella pneumoniae,Fluoroquinolones,1428.0,54.4,High
Italy,2014,Klebsiella pneumoniae,Fluoroquinolones,1295.0,55.7,High
Latvia,2010,Klebsiella pneumoniae,Fluoroquinolones,63.0,52.4,High
Latvia,2011,Klebsiella pneumoniae,Fluoroquinolones,63.0,38.1,High
Latvia,2012,Klebsiella pneumoniae,Fluoroquinolones,78.0,46.2,High
Latvia,2013,Klebsiella pneumoniae,Fluoroquinolones,88.0,43.2,High
Latvia,2014,Klebsiella pneumoniae,Fluoroquinolones,116.0,44.8,High
Lithuania,2010,Klebsiella pneumoniae,Fluoroquinolones,80.0,36.3,High
Lithuania,2011,Klebsiella pneumoniae,Fluoroquinolones,137.0,54.7,High
Lithuania,2012,Klebsiella pneumoniae,Fluoroquinolones,184.0,55.4,High
Lithuania,2013,Klebsiella pneumoniae,Fluoroquinolones,144.0,45.1,High
Lithuania,2014,Klebsiella pneumoniae,Fluoroquinolones,154.0,45.5,High
Luxembourg,2010,Klebsiella pneumoniae,Fluoroquinolones,59.0,6.8,Low
Luxembourg,2011,Klebsiella pneumoniae,Fluoroquinolones,48.0,33.3,High
Luxembourg,2012,Klebsiella pneumoniae,Fluoroquinolones,50.0,32.0,High
Luxembourg,2013,Klebsiella pneumoniae,Fluoroquinolones,53.0,22.6,Medium
Luxembourg,2014,Klebsiella pneumoniae,Fluoroquinolones,66.0,31.8,High
Malta,2010,Klebsiella pneumoniae,Fluoroquinolones,57.0,15.8,Medium
Malta,2011,Klebsiella pneumoniae,Fluoroquinolones,52.0,13.5,Medium
Malta,2012,Klebsiella pneumoniae,Fluoroquinolones,57.0,26.3,High
Malta,2013,Klebsiella pneumoniae,Fluoroquinolones,69.0,27.5,High
Malta,2014,Klebsiella pneumoniae,Fluoroquinolones,101.0,33.7,High
Netherlands,2010,Klebsiella pneumoniae,Fluoroquinolones,644.0,7.0,Low
Netherlands,2011,Klebsiella pneumoniae,Fluoroquinolones,728.0,7.3,Low
Netherlands,2012,Klebsiella pneumoniae,Fluoroquinolones,670.0,5.4,Low
Netherlands,2013,Klebsiella pneumoniae,Fluoroquinolones,638.0,6.1,Low
Netherlands,2014,Klebsiella pneumoniae,Fluoroquinolones,886.0,4.7,Low
Norway,2010,Klebsiella pneumoniae,Fluoroquinolones,476.0,7.4,Low
Norway,2011,Klebsiella pneumoniae,Fluoroquinolones,427.0,3.5,Low
Norway,2012,Klebsiella pneumoniae,Fluoroquinolones,596.0,4.0,Low
Norway,2013,Klebsiella pneumoniae,Fluoroquinolones,616.0,4.9,Low
Norway,2014,Klebsiella pneumoniae,Fluoroquinolones,746.0,6.2,Low
Poland,2010,Klebsiella pneumoniae,Fluoroquinolones,221.0,33.0,High
Poland,2011,Klebsiella pneumoniae,Fluoroquinolones,369.0,57.7,High
Poland,2012,Klebsiella pneumoniae,Fluoroquinolones,359.0,60.2,High
Poland,2013,Klebsiella pneumoniae,Fluoroquinolones,374.0,70.1,High
Portugal,2010,Klebsiella pneumoniae,Fluoroquinolones,574.0,31.4,High
Portugal,2011,Klebsiella pneumoniae,Fluoroquinolones,617.0,36.3,High
Portugal,2012,Klebsiella pneumoniae,Fluoroquinolones,777.0,35.8,High
Portugal,2013,Klebsiella pneumoniae,Fluoroquinolones,911.0,35.7,High
Portugal,2014,Klebsiella pneumoniae,Fluoroquinolones,1712.0,36.5,High
Romania,2010,Klebsiella pneumoniae,Fluoroquinolones,17.0,29.4,High
Romania,2011,Klebsiella pneumoniae,Fluoroquinolones,10.0,30.0,High
Romania,2012,Klebsiella pneumoniae,Fluoroquinolones,100.0,50.0,High
Romania,2013,Klebsiella pneumoniae,Fluoroquinolones,213.0,51.6,High
Romania,2014,Klebsiella pneumoniae,Fluoroquinolones,257.0,66.5,High
Slovakia,2011,Klebsiella pneumoniae,Fluoroquinolones,465.0,70.8,High
Slovakia,2012,Klebsiella pneumoniae,Fluoroquinolones,376.0,66.8,High
Slovakia,2013,Klebsiella pneumoniae,Fluoroquinolones,489.0,66.9,High
Slovakia,2014,Klebsiella pneumoniae,Fluoroquinolones,493.0,70.8,High
Slovenia,2010,Klebsiella pneumoniae,Fluoroquinolones,196.0,25.0,High
Slovenia,2011,Klebsiella pneumoniae,Fluoroquinolones,232.0,35.3,High
Slovenia,2012,Klebsiella pneumoniae,Fluoroquinolones,254.0,33.1,High
Slovenia,2013,Klebsiella pneumoniae,Fluoroquinolones,245.0,32.7,High
Slovenia,2014,Klebsiella pneumoniae,Fluoroquinolones,233.0,32.6,High
Spain,2010,Klebsiella pneumoniae,Fluoroquinolones,1161.0,13.6,Medium
Spain,2011,Klebsiella pneumoniae,Fluoroquinolones,1145.0,17.0,Medium
Spain,2012,Klebsiella pneumoniae,Fluoroquinolones,1150.0,16.5,Medium
Spain,2013,Klebsiella pneumoniae,Fluoroquinolones,1241.0,21.8,Medium
Spain,2014,Klebsiella pneumoniae,Fluoroquinolones,1266.0,18.6,Medium
Sweden,2010,Klebsiella pneumoniae,Fluoroquinolones,405.0,4.7,Low
Sweden,2011,Klebsiella pneumoniae,Fluoroquinolones,822.0,2.3,Low
Sweden,2012,Klebsiella pneumoniae,Fluoroquinolones,976.0,3.7,Low
Sweden,2013,Klebsiella pneumoniae,Fluoroquinolones,1270.0,3.9,Low
Sweden,2014,Klebsiella pneumoniae,Fluoroquinolones,763.0,4.1,Low
United Kingdom,2010,Klebsiella pneumoniae,Fluoroquinolones,768.0,7.4,Low
United Kingdom,2011,Klebsiella pneumoniae,Fluoroquinolones,985.0,4.6,Low
United Kingdom,2012,Klebsiella pneumoniae,Fluoroquinolones,1036.0,7.4,Low
United Kingdom,2013,Klebsiella pneumoniae,Fluoroquinolones,1155.0,8.7,Low
United Kingdom,2014,Klebsiella pneumoniae,Fluoroquinolones,1129.0,7.7,Low
Austria,2010,Pseudomonas aeruginosa,Aminoglycosides,501.0,11.0,Medium
Austria,2011,Pseudomonas aeruginosa,Aminoglycosides,536.0,13.4,Medium
Austria,2012,Pseudomonas aeruginosa,Aminoglycosides,592.0,11.5,Medium
Austria,2013,Pseudomonas aeruginosa,Aminoglycosides,618.0,7.4,Low
Austria,2014,Pseudomonas aeruginosa,Aminoglycosides,638.0,6.6,Low
Belgium,2010,Pseudomonas aeruginosa,Aminoglycosides,121.0,10.7,Medium
Belgium,2011,Pseudomonas aeruginosa,Aminoglycosides,424.0,12.5,Medium
Belgium,2012,Pseudomonas aeruginosa,Aminoglycosides,347.0,11.8,Medium
Belgium,2013,Pseudomonas aeruginosa,Aminoglycosides,487.0,12.7,Medium
